turns,speaker_role,utterance,theme_label,gemma_pred,mistral_pred,utterance_id
t-6/50,Customer,"Well, I was actually calling to go ahead update my inform...",update personal info,Update Personal Information,Personal Information Update,Banking_3287c590_100251_1918405-5
t-35/50,Customer,OK great thank you so much. Now could since I have you on...,check account balance,Check Account Balance,Check Account Balance,Banking_3287c590_100251_1918405-34
t-42/76,Agent,"OK, would you like the balance in that account before we ...",check account balance,Check Account Balance,Check Account Balance,Banking_38ff09f1_100176_4834688-41
t-26/77,Customer,Well I'm calling today because I'm trying to transfer mon...,make internal transfer,Internal Funds Transfer,Account Inquiries & Disputes,Banking_2503c44f_100074_834073-25
t-40/77,Customer,Oh OK if we can update that please to my new address,update customer address,Update Personal Information,Personal Information Update,Banking_2503c44f_100074_834073-39
t-61/77,Customer,no not right now but I would like some help opening up a ...,open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_2503c44f_100074_834073-60
t-69/77,Agent,All right thank you Kim. And let's see. I think I have al...,request email | request informational/confirmation email,Open New Account,"
Online Banking Setup Requests",Banking_2503c44f_100074_834073-68
t-2/90,Customer,"Yes Jerry, I lost the keys to my lock box. But I I'll com...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_d5809539_100193_1645537-1
t-45/90,Customer,"OK, that's good. That is good. Now what is the online pro...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_d5809539_100193_1645537-44
t-51/90,Customer,"OK, that is great. That's great. Well, would would you mi...",check account balance,Check Account Balance,Check Account Balance,Banking_d5809539_100193_1645537-50
t-57/90,Customer,OK. Two hundred six dollars and fifty-three cents. OK. Th...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_d5809539_100193_1645537-56
t-5/59,Customer,OK. I need to complete a wire transfer to send money to m...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_29e57fab_100301_5037344-4
t-17/59,Agent,"So for the bill payment, we can do an internal transfer.",make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_29e57fab_100301_5037344-16
t-20/59,Customer,"Yes, please. Also, can you tell me my last transaction?",get transaction history/details | inquire about past transactions,Check Account Balance,Check Account Balance,Banking_29e57fab_100301_5037344-19
t-43/59,Agent,Yes. You can do a wire transfer or an internal transfer o...,inquire about online banking | set up/get online banking info,Internal Funds Transfer,Wire Transfer Requests,Banking_29e57fab_100301_5037344-42
t-16/74,Customer,Yes I want to open up a a a new account.,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_f0813415_100359_1788448-15
t-22/74,Agent,And are we pulling or putting any money from your checkin...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_f0813415_100359_1788448-21
t-2/53,Customer,"Hey, I just got my credit card stolen, so I need some hel...",inquire about card security | report/replace/lock lost/compromised card,Report Lost/Stolen Card,Report Lost/Stolen Card & Dispute Transactions,Banking_2e39f0e9_100191_1304991-1
t-42/53,Customer,Can I have it like today or tomorrow?,expedite processing/transfer | inquire about expedite processing,Update Personal Information,Financial Transactions and Bank Services,Banking_2e39f0e9_100191_1304991-41
t-4/48,Customer,I'm having trouble with changing my address. Could you he...,update customer address,Update Personal Information,Personal Information Update,Banking_af969917_100273_1118134-3
t-27/48,Customer,Sure I just couldn't change my address. Things were going...,get tech support,Update Personal Information,Personal Information Update,Banking_af969917_100273_1118134-26
t-3/120,Customer,I also need to make a wire transfer.,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_94d309a2_100126_237872-2
t-12/35,Customer,I want to put money in my savings account from my checkin...,make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_4b8f0cea_100071_1992040-11
t-31/35,Customer,Sure you can give me my savings balance if you will the o...,check account balance,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_4b8f0cea_100071_1992040-30
t-9/105,Agent,"OK. OK, so what I would suggest since you need to get him...",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_68f81a3a_100322_2030201A2-8
t-29/105,Customer,We're gonna need to update that as well.,update personal info,Update Personal Information,Personal Information Update,Banking_68f81a3a_100322_2030201A2-28
t-2/97,Customer,Oh my goodness . I've gotta get to the store today before...,find branch,Update Personal Information,Account Inquiries & Disputes,Banking_ebff215b_100408_237872-1
t-17/65,Agent,"You did, OK. All right well that's the the reason that yo...",update personal info,Update Personal Information,Personal Information Update,Banking_49ef1ed5_100287_1060108-16
t-46/65,Customer,"Yes, yes as a matter of fact, you know I have been lookin...",open bank account,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_49ef1ed5_100287_1060108-45
t-2/36,Customer,"Hi, my name is Laura and I want to open a checking account.",open bank account,Open New Account,"
Online Banking Setup Requests",Banking_260170be_100355_5219686A1-1
t-2/111,Customer,"yeah, I'm trying to make a wire transfer.",make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_e6623550_100335_5569693A2-1
t-96/111,Customer,"Yeah, actually how much do I have in my regular checking?",check account balance,Check Account Balance,Check Account Balance,Banking_e6623550_100335_5569693A2-95
t-42/47,Customer,yeah what time does the branch close?,get branch info,Branch Location Request,"
Nearest Branch Location and Hours",Banking_faa64fb8_100433_4958039-41
t-2/55,Customer,Hi Amber I'd like to make a wire transfer. Can I do that ...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_adf72492_100319_1937284A3-1
t-8/56,Customer,I'd like to open a checking account please.,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_2cde8af2_100353_1586155-7
t-32/56,Customer,I'd like to transfer money from my bank across town.,make external wire transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_2cde8af2_100353_1586155-31
t-10/33,Customer,"She does and so does my son, maybe we can also transfer s...",inquire about online banking | set up/get online banking info,Internal Funds Transfer,Wire Transfer Requests,Banking_ae6cf4a7_100056_2870076-9
t-2/44,Customer,"Yeah, hello there. I would like to see if I could do an i...",make internal transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_8b47fd2e_100085_827215-1
t-25/44,Customer,Oh wonderful wonderful wonderful. Do you by any chance of...,apply for or get info about loan | inquire about loan,Money Transfer/Account Access,Financial Transactions and Bank Services,Banking_8b47fd2e_100085_827215-24
t-32/44,Agent,"Oh Miss Darleen. Before we hang up, I can also give you i...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_8b47fd2e_100085_827215-31
t-2/55,Customer,Yes hey Jerry my name is Evelyn Richards. I'm out of town...,find atm,Money Transfer/Account Access,Account Inquiries & Disputes,Banking_0b7f0ace_100489_1645537-1
t-28/55,Customer,Yes well how much can I get take out of the ATM?,inquire about limits | perform operations with limits,Find ATM Location,Find ATM Location,Banking_0b7f0ace_100489_1645537-27
t-30/55,Customer,OK OK. And by the way what's can you also tell me my chec...,check account balance,Check Account Balance,Check Account Balance,Banking_0b7f0ace_100489_1645537-29
t-8/61,Customer,OK that's great. anyway I'm calling because I don't recog...,inquire about charge dispute | request/check status of charge dispute,Update Personal Information,Account Inquiries & Disputes,Banking_51584228_100248_1734467-7
t-2/55,Customer,"Hi. Yes, can I get some more information in regards to in...",make internal transfer,Internal Funds Transfer,Wire Transfer Requests,Banking_f9f9d3da_100091_827215-1
t-37/55,Agent,"Oh, yes, sure. Not a problem. In order for me to do so we...",find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_f9f9d3da_100091_827215-36
t-4/76,Customer,I would love to do a transfer for my checkings account.,make internal transfer,Internal Funds Transfer,Transfer Funds Between Accounts,Banking_b86b5713_100321_4852389A2-3
t-6/69,Customer,"Oh, thank you so much. My husband was actually asking me ...",make internal transfer,Money Transfer/Account Access,Transfer Funds Between Accounts,Banking_75682339_100056_827215-5
t-56/69,Customer,I was kinda interested in learning more about your online...,inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_75682339_100056_827215-55
t-2/89,Customer,yes. I just moved from out of town. could you help me wit...,find atm,Find ATM Location,Find ATM Location,Banking_75c666a3_100479_237872-1
t-2/48,Customer,"Yes, hello Jerry. My name is Evelyn Richards, can you hel...",find atm,Find ATM Location,Find ATM Location,Banking_292eda7b_100479_1645537-1
t-34/48,Customer,"Right, I would like to get some information about the onl...",inquire about online banking | set up/get online banking info,Open New Account,"
Online Banking Setup Requests",Banking_292eda7b_100479_1645537-33
t-36/48,Customer,"OK, and what are your hours?",get branch info,Branch Location Request,Financial Transactions and Bank Services,Banking_292eda7b_100479_1645537-35
t-18/70,Customer,Yeah. I I I will probably want a checking account so that...,open bank account,Open New Account,"
Online Banking Setup Requests",Banking_23bc92d6_100358_1425178-17
t-2/42,Customer,"Yes, I think I need to dispute a transaction on my account.",inquire about charge dispute | request/check status of charge dispute,Dispute Transaction,Report Lost/Stolen Card & Dispute Transactions,Banking_613aa83a_100234_1951334-1
t-35/42,Customer,Can you tell me what the nearest location is for me?,find branch,Branch Location Request,"
Nearest Branch Location and Hours",Banking_613aa83a_100234_1951334-34
t-5/114,Agent,OK. And they would like you to make a wire transfer to pa...,make external wire transfer,Request Wire Transfer,Wire Transfer Requests,Banking_351b8da0_100336_1860981-4
t-54/114,Customer,Oh no! I've gotta have this right away because I don't ha...,expedite processing/transfer | inquire about expedite processing,Update Personal Information,Financial Transactions and Bank Services,Banking_351b8da0_100336_1860981-53
